	sequences per sample	iteration	515rcbc12	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc9	515rcbc30	515rcbc28	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36
alpha_rarefaction_23803_7.txt	23803	7	123.08569	109.04889	118.856	116.11873	114.91189	116.23952	111.60293	108.48351	113.27193	122.68059	120.3837	119.72102	116.93335	118.36009	114.7179	107.7888	119.64738	110.59311	120.12918	126.79093	117.92501	125.1394	116.89835	123.07487	114.07016	115.24578	118.73539	103.63678	106.94985
alpha_rarefaction_23803_8.txt	23803	8	122.19686	108.78408	118.42119	114.01537	114.89663	118.11051	109.99941	107.28962	111.77668	124.42569	122.04463	117.38164	115.88953	120.90996	113.36251	108.56148	120.29756	106.33435	119.21629	125.92994	120.23308	123.57629	117.59357	126.75502	112.53919	113.22022	118.6188	105.82772	105.44152
alpha_rarefaction_23803_9.txt	23803	9	125.87069	107.98584	117.1022	115.27229	113.79899	116.37655	111.15755	107.51285	110.94945	124.49207	117.62423	117.646	115.49693	119.84495	113.10897	108.95574	120.43856	109.27234	118.0238	127.09821	116.87227	123.40484	119.92122	126.30348	112.84374	113.91412	119.61431	104.36076	107.21139
alpha_rarefaction_27202_0.txt	27202	0	126.78288	110.25996	121.75254	118.60661	120.75406	119.84686	113.52405	110.2035	118.00084	127.52313	123.80205	122.83162	118.44989	124.3175	118.07562	111.1366	124.39296	113.65291	122.19391	129.50229	121.6165	129.06742	120.66293	129.5115	116.43607	116.11362	123.36153	106.52605	109.89773
alpha_rarefaction_27202_1.txt	27202	1	130.94643	112.50588	123.12678	119.72592	116.99527	123.70503	113.1417	112.82338	115.21532	126.94724	122.52919	122.17302	119.36284	123.68698	118.56032	112.47364	123.35274	111.09401	124.33574	131.45958	122.00901	127.39355	122.55085	130.16286	116.2218	118.94129	123.31171	107.68761	108.55412
alpha_rarefaction_27202_2.txt	27202	2	129.22926	114.87146	123.33648	118.05575	120.69189	119.71124	112.61404	113.41319	115.57471	127.41995	120.27892	122.14228	119.80746	124.51046	118.67374	111.34749	119.73419	111.12674	123.63913	129.27833	124.1255	129.83599	119.16914	129.21846	117.19139	118.42554	122.81049	108.13631	109.60575
alpha_rarefaction_27202_3.txt	27202	3	126.47781	112.53227	125.62041	118.40138	119.64617	121.66042	113.31107	109.94639	116.36687	127.70368	123.96504	120.63854	119.91563	124.45767	119.3851	111.84746	120.28226	112.59696	123.27246	131.90044	123.20979	130.05228	124.26074	129.68466	119.20073	118.0783	123.09986	107.21129	110.45362
alpha_rarefaction_27202_4.txt	27202	4	126.62575	113.7721	124.29544	117.67112	120.58955	121.20335	113.09413	110.59483	113.68156	128.7245	124.12619	120.15293	121.35405	123.41073	117.89547	111.74475	122.96363	111.41259	122.75463	131.01205	124.03581	126.47904	121.82797	130.40009	114.19421	118.09896	124.73756	108.4558	109.93919
alpha_rarefaction_27202_5.txt	27202	5	128.70354	112.30478	121.758	119.67993	122.43618	119.52477	113.53732	112.29248	115.82495	128.50784	124.83598	121.73824	123.14005	123.05595	116.47434	112.03665	122.5075	111.46179	123.03829	133.01528	124.61423	128.5864	120.92466	130.25088	115.70634	119.15594	122.63865	109.37333	110.00329
alpha_rarefaction_27202_6.txt	27202	6	127.68065	114.02019	121.45969	119.1279	120.1219	119.84468	112.67649	113.66703	115.34784	126.64924	124.89659	122.70246	119.4163	125.75283	117.36879	111.04231	123.92814	111.60972	122.05055	132.65043	123.45428	129.54823	120.19902	130.83305	116.89585	120.27361	121.57442	110.39818	109.5758
alpha_rarefaction_27202_7.txt	27202	7	129.16982	111.76052	124.77617	119.59499	117.83901	120.85464	113.91592	111.09643	117.98082	125.40347	121.23627	121.61041	119.59196	121.48856	119.28256	110.41043	123.63204	112.95346	125.32868	131.7005	122.90605	128.81802	122.43234	132.25193	118.89813	118.7819	122.8371	106.46634	109.97836
alpha_rarefaction_27202_8.txt	27202	8	129.09021	111.28548	122.72679	119.69158	120.61456	121.60807	114.4912	111.29114	117.8644	126.13476	125.22129	122.06878	119.12685	123.75833	117.40864	113.16839	122.87077	113.06261	122.50759	131.35652	123.17829	126.88415	121.57647	130.51302	115.62124	117.8197	122.8593	109.14057	110.5362
alpha_rarefaction_27202_9.txt	27202	9	128.78095	113.64253	123.29148	119.20221	117.96946	122.53153	114.21021	110.50596	117.78488	125.36852	122.57334	121.08029	120.70734	123.59219	118.44815	112.33302	123.51164	111.41009	122.86326	129.43848	120.942	126.2076	121.82809	131.60675	116.46902	116.88534	121.67808	107.80412	109.90724
alpha_rarefaction_30601_0.txt	30601	0	134.29071	114.38102	128.32255	123.1194	123.95766	126.57457	118.74847	111.1624	123.29441	130.73743	127.02427	125.64611	122.85282	129.10183	121.0367	114.13666	125.30305	115.79928	126.42678	135.87682	125.46634	135.13604	127.29703	133.80668	119.73298	121.80599	127.26222	112.52178	113.1969
alpha_rarefaction_30601_1.txt	30601	1	134.59268	114.82469	128.60465	122.27347	124.05755	126.39255	116.34252	113.71531	121.93391	131.64942	127.21896	125.04496	125.78783	126.84183	122.25646	114.67849	125.99015	117.61327	127.73305	132.78999	127.14582	133.80193	126.62825	134.0057	120.69565	123.17959	126.61551	111.56616	113.57155
alpha_rarefaction_30601_2.txt	30601	2	132.60157	114.39226	126.60706	122.61036	121.79559	126.55484	117.08552	115.39116	118.06236	131.25307	125.8703	124.47486	126.00027	127.7072	122.73019	114.99741	126.76982	116.93878	123.28877	134.11062	125.73483	132.19563	127.14544	132.77152	119.22739	120.75675	126.16975	111.57608	113.21777
alpha_rarefaction_30601_3.txt	30601	3	134.98845	117.48419	126.93896	123.04319	122.03793	126.51468	116.5194	114.70288	121.34742	130.71022	129.77669	126.29484	125.6406	130.20736	120.24671	113.59233	126.96572	115.94229	128.55833	135.48114	125.70807	133.20293	126.16617	136.47097	119.35882	121.47017	125.76148	111.93592	114.31527
alpha_rarefaction_30601_4.txt	30601	4	131.9961	115.58578	129.03456	123.33075	122.9635	127.40644	119.0162	113.93177	118.60787	130.47272	128.36466	125.95731	125.28901	126.97289	121.74571	114.04935	125.73753	115.36063	125.20892	134.66081	128.19447	130.21344	124.61996	136.04877	117.90268	123.47167	126.54645	112.95483	112.67585
alpha_rarefaction_30601_5.txt	30601	5	133.12943	115.1189	128.6558	120.6979	122.39913	124.41126	120.45938	114.74989	118.62522	130.93681	127.20992	123.78519	124.2374	126.34432	120.91226	114.98944	126.18105	116.74346	126.13121	134.17399	127.41028	132.41145	124.17987	136.80875	117.9991	121.94484	125.97117	113.40141	112.45613
alpha_rarefaction_30601_6.txt	30601	6	132.43724	116.92313	125.4876	123.57979	120.95863	125.30466	117.58309	115.72253	121.56558	129.42323	129.01641	125.70841	123.87194	127.33089	120.68667	115.49431	127.28195	113.05263	125.12259	135.42466	126.56176	132.48052	127.25214	136.45563	119.47627	123.22196	126.06352	111.83964	113.03017
alpha_rarefaction_30601_7.txt	30601	7	133.96811	113.07049	126.59086	120.30527	122.73681	125.75193	119.41211	115.75071	118.86735	130.72597	127.31756	126.81074	126.47383	128.41508	119.8209	114.02741	125.72514	114.80429	125.38034	135.07879	127.46784	132.70557	126.98953	134.14136	119.47913	122.34852	126.077	111.9432	112.64174
alpha_rarefaction_30601_8.txt	30601	8	136.88501	113.34574	128.11835	122.04886	121.60995	126.81358	119.0024	116.85637	121.26657	131.42437	127.09818	125.08212	125.63352	129.4701	120.06128	114.00152	128.16779	115.56079	127.66714	134.74764	125.73376	130.60386	125.49698	134.60497	119.23578	121.14498	125.93237	112.24396	112.54698
alpha_rarefaction_30601_9.txt	30601	9	132.79907	115.28443	126.2311	123.63261	123.60386	125.11994	118.65225	112.59967	119.74319	131.30027	128.03613	127.63099	124.36867	126.52109	121.72983	114.44688	126.15555	115.5543	125.38969	134.51523	127.68198	134.73414	125.22234	133.30268	119.58712	122.57558	126.61983	112.58343	113.99292
alpha_rarefaction_34000_0.txt	34000	0	138.27424	116.07489	131.27384	127.07591	126.05048	130.26108	121.37173	121.85887	123.38549	135.0069	132.48851	129.42667	129.67945	130.67577	124.38721	117.90597	131.30922	120.37725	130.72717	138.35061	130.45589	135.3373	129.16173	135.75851	122.95178	126.50337	128.47012	115.19569	115.72138
alpha_rarefaction_34000_1.txt	34000	1	135.97831	117.41101	131.23748	127.32728	127.21446	130.562	121.82812	119.26468	125.07224	134.15425	130.38031	126.91346	130.05623	131.91824	124.82767	118.98136	131.71065	120.18235	130.25949	138.90217	129.0091	133.92711	129.66704	135.42481	123.80973	127.72643	129.30492	114.96995	115.72138
alpha_rarefaction_34000_2.txt	34000	2	135.97871	116.44805	131.65637	125.05644	125.95965	127.28372	122.75696	118.42403	123.0165	133.10475	132.09688	128.22563	128.5165	129.70406	122.61592	117.66889	130.61536	117.53176	128.71056	139.09327	128.79543	136.30858	129.75071	137.76366	122.26515	123.68485	129.37557	112.75514	115.72138
alpha_rarefaction_34000_3.txt	34000	3	136.8787	119.55553	128.27874	125.90827	123.88265	126.01192	121.08887	119.47985	123.52748	135.15275	131.75457	128.50056	128.12059	132.11116	125.0501	117.0187	130.06872	119.5156	128.88405	138.63414	130.29953	135.94204	128.85531	137.17785	122.78038	125.51812	129.98857	112.15892	115.72138
alpha_rarefaction_34000_4.txt	34000	4	138.18698	118.06112	129.86809	125.14072	124.76433	130.19667	119.91556	118.26077	122.9048	133.88141	131.5924	129.2193	130.63246	129.61833	122.98858	119.21492	127.28098	119.85994	129.10451	140.25412	129.21012	137.81072	131.47008	138.89279	123.64148	124.39656	128.46391	112.36736	115.72138
alpha_rarefaction_34000_5.txt	34000	5	135.42824	117.36229	133.25313	126.03288	125.78346	126.11806	120.91131	116.65298	122.80915	135.69457	131.52067	128.56493	128.69623	133.22246	123.99983	118.18935	129.45803	118.70643	130.28933	138.15803	129.4617	137.51211	130.15378	139.01481	123.22576	125.25794	130.09472	113.0453	115.72138
alpha_rarefaction_34000_6.txt	34000	6	138.87877	118.01638	132.81437	125.31154	127.65721	130.46856	123.63775	118.20375	120.9679	133.73327	130.94668	128.02591	128.70193	130.34798	122.61766	117.59157	128.89078	118.26627	128.28085	137.79867	129.11354	135.94513	130.68247	138.38957	123.06746	126.32595	128.37042	115.74475	115.72138
alpha_rarefaction_34000_7.txt	34000	7	137.75899	117.57295	128.89992	126.22016	128.12209	128.31558	121.39407	121.05269	122.93387	133.76232	133.25493	127.60411	127.76671	131.57817	123.06176	118.15653	130.56543	117.35933	128.888	140.98469	129.15837	134.29976	128.34936	137.94146	121.02095	124.65824	127.67086	114.09941	115.72138
alpha_rarefaction_34000_8.txt	34000	8	138.80414	118.54772	129.90056	125.33794	127.01374	130.15043	121.78992	119.77488	122.97786	132.88643	131.1753	129.19495	127.18755	130.91558	124.9988	117.76462	130.26169	119.57595	131.08338	140.87801	129.15321	136.4817	130.04962	135.86391	122.8758	122.60479	129.76369	113.45906	115.72138
alpha_rarefaction_34000_9.txt	34000	9	135.26833	116.77252	131.78378	124.5113	126.88358	128.35802	121.25778	119.28357	123.50562	135.44214	130.87816	128.30546	127.43549	132.80611	122.44774	117.59036	130.10839	120.58957	129.57789	139.66643	129.99688	137.79504	129.29384	138.56685	122.10894	126.08645	129.34497	115.18798	115.72138
