Feature ID	Test stat.	pval	pval_fdr	pval_bon
k__Bacteria;p__GN04	0.446413086891	0.012586740095	0.374397067678	0.667097225034
k__Bacteria;p__Nitrospirae	0.440031691311	0.0141281912331	0.374397067678	0.748794135356
k__Archaea;p__[Parvarchaeota]	0.400036873132	0.0276955193664	0.489287508806	1.0
k__Bacteria;p__Gemmatimonadetes	0.338190642716	0.0673553473275	0.588528547781	1.0
k__Bacteria;p__GN02	0.316867564648	0.0881616789287	0.588528547781	1.0
k__Bacteria;p__PAUC34f	0.297200368084	0.111308403444	0.588528547781	1.0
k__Bacteria;p__Bacteroidetes	-0.289313336497	0.121742476403	0.588528547781	1.0
k__Bacteria;p__WPS-2	-0.287759229904	0.123879433669	0.588528547781	1.0
k__Bacteria;p__NC10	0.286550737673	0.125559835152	0.588528547781	1.0
k__Bacteria;p__GAL15	0.285896067242	0.126477003652	0.588528547781	1.0
k__Bacteria;p__FCPU426	-0.28210922292	0.131877382051	0.588528547781	1.0
k__Bacteria;p__SR1	-0.279076002005	0.136321106014	0.588528547781	1.0
k__Bacteria;p__WS3	0.273766461726	0.14435605889	0.588528547781	1.0
k__Bacteria;p__OP3	0.256272107923	0.173202235603	0.617238865826	1.0
k__Bacteria;p__SBR1093	0.255426824233	0.174690245045	0.617238865826	1.0
k__Bacteria;p__TM6	0.226662820896	0.23068745669	0.643134960792	1.0
k__Bacteria;p__Kazan-3B-28	0.218963490393	0.247479646839	0.643134960792	1.0
k__Bacteria;p__Lentisphaerae	0.218963490393	0.247479646839	0.643134960792	1.0
k__Bacteria;p__OP8	0.218963490393	0.247479646839	0.643134960792	1.0
k__Bacteria;p__Fusobacteria	-0.212747230755	0.261601692041	0.643134960792	1.0
k__Bacteria;p__Chlorobi	-0.21072458387	0.266305792034	0.643134960792	1.0
k__Bacteria;p__	-0.20794770676	0.272851358491	0.643134960792	1.0
k__Bacteria;p__WS4	0.197952011777	0.297249948046	0.643134960792	1.0
k__Bacteria;p__Chlamydiae	0.194182742733	0.306790294058	0.643134960792	1.0
k__Bacteria;p__Fibrobacteres	-0.191875844632	0.312720892018	0.643134960792	1.0
k__Bacteria;p__AD3	-0.186843430358	0.325899151329	0.643134960792	1.0
k__Bacteria;p__Verrucomicrobia	-0.175914239482	0.355650242409	0.643134960792	1.0
k__Bacteria;p__AC1	0.165557761029	0.385254770123	0.643134960792	1.0
k__Bacteria;p__GOUTA4	0.165557761029	0.385254770123	0.643134960792	1.0
k__Bacteria;p__Elusimicrobia	-0.164745309167	0.38763460391	0.643134960792	1.0
k__Bacteria;p__Chloroflexi	0.163010119462	0.392745031981	0.643134960792	1.0
k__Bacteria;p__WS1	0.158248630868	0.406961217301	0.643134960792	1.0
k__Bacteria;p__OP11	0.154733085025	0.417637263893	0.643134960792	1.0
k__Bacteria;p__BRC1	-0.153350378657	0.421877770268	0.643134960792	1.0
k__Bacteria;p__TM7	-0.15131639283	0.428157916294	0.643134960792	1.0
k__Bacteria;p__Actinobacteria	-0.142329885846	0.456499430792	0.643134960792	1.0
k__Bacteria;p__Armatimonadetes	0.142075119358	0.457316867989	0.643134960792	1.0
k__Bacteria;p__OD1	0.14064406997	0.461922615028	0.643134960792	1.0
k__Bacteria;p__WS2	-0.137155464701	0.473250254168	0.643134960792	1.0
k__Archaea;p__Euryarchaeota	0.132075209813	0.489995683606	0.649244280778	1.0
k__Archaea;p__Crenarchaeota	0.126833259046	0.507578185671	0.65461184302	1.0
k__Bacteria;p__Spirochaetes	0.123548777186	0.518749007676	0.65461184302	1.0
k__Bacteria;p__Proteobacteria	0.116145820474	0.544350531286	0.670943678097	1.0
k__Bacteria;p__[Thermi]	-0.106854617617	0.577281027421	0.682904703921	1.0
k__Bacteria;p__MVP-21	-0.106146832959	0.579824748612	0.682904703921	1.0
k__Bacteria;p__Acidobacteria	0.0978860787306	0.609865887768	0.686138202064	1.0
k__Bacteria;p__Planctomycetes	0.0948598982327	0.621028670386	0.686138202064	1.0
k__Bacteria;p__NKB19	0.0947574035579	0.621408183002	0.686138202064	1.0
k__Bacteria;p__Tenericutes	0.0860400518321	0.654019419375	0.707408759732	1.0
k__Bacteria;p__Firmicutes	0.0676224915131	0.724902879887	0.76839705268	1.0
k__Bacteria;p__Cyanobacteria	-0.0503674985014	0.79336858524	0.824481078779	1.0
k__Bacteria;p__BHI80-139	-0.0396506443839	0.836682440066	0.852772486991	1.0
k__Bacteria;p__FBP	-0.0329532035408	0.863994257764	0.863994257764	1.0
